Skill,Language,Confidence
Admin Online Shop,en,0.4564872086048126
Admin Penjualan,id,0.4468976855278015
Admin Produksi,id,0.8150570392608643
Admin Produksi Kosmetik,id,0.7083075046539307
Admin Purchasing,en,0.5708496570587158
Admin Purchasing Kosmetik,en,0.40462952852249146
Admin Sosial Media,en,0.5022632479667664
Administrasi & Pengolahan Data,it,0.2585948705673218
Administrasi & Reporting,en,0.7079834342002869
Administrasi Apotek,id,0.15551213920116425
Administrasi BPJS,en,0.4922569692134857
Administrasi Dan Dokumentasi,id,0.43205153942108154
Administrasi Dasar,id,0.46346375346183777
Administrasi Database,id,0.31977880001068115
Administrasi Gudang,id,0.42003974318504333
Administrasi HR,id,0.37324976921081543
Administrasi Keuangan,id,0.7608057260513306
Administrasi Operasional Transport,en,0.4002784192562103
Administrasi Penjualan,id,0.6125594973564148
Administrasi Perpajakan,id,0.5194108486175537
Administrasi Produksi,id,0.7853849530220032
Administrasi Rumah Sakit,id,0.670220136642456
Administrasi Sekolah,id,0.4940384328365326
Administrasi Sipil,id,0.3986719846725464
Administrasi Tender,id,0.25306540727615356
Administratif,fr,0.5010302066802979
Administration,en,0.6770273447036743
Administration Project,en,0.6377997994422913
Administrative & Detail Oriented,en,0.792509913444519
Administrative Assistant,en,0.9115284085273743
Administrative Flow & Documentation,en,0.6148273348808289
Administrative Law,en,0.8494018316268921
Administrative Logistics,en,0.8852788805961609
Administrative Procurement,en,0.7084877490997314
Administrative Skills,en,0.8412513732910156
Administrative Support,en,0.8764521479606628
Administrator Kantor,en,0.3214951753616333
Adobe Acrobat,ca,0.20316588878631592
Adobe After Effects,en,0.5257673859596252
Adobe Analytics,en,0.21566350758075714
Adobe Audition,en,0.3427184820175171
Adobe Creative Cloud,en,0.3853611648082733
Adobe Creative Suite,en,0.34534406661987305
Adobe Family,en,0.5357394218444824
Adobe Illustrator,en,0.14191573858261108
Adobe Ilustrator,es,0.12818998098373413
Adobe InDesign,en,0.17538881301879883
Adobe Lightroom,ja,0.3429822027683258
Adobe Photoshop,en,0.39087504148483276
Adobe Premiere Pro,en,0.17584572732448578
Adobe Suite,es,0.15045905113220215
Adobe XD,en,0.1957816630601883
Ads,en,0.4871841073036194
Ads Amangement,fr,0.47701624035835266
Ads Budget,en,0.4579198956489563
Ads Literacy,en,0.26362916827201843
Ads Management,en,0.5642141699790955
Ads Planning,en,0.7148069739341736
Adult Education,en,0.8849509358406067
Adult Learning Theory,en,0.5500361323356628
Advanced Cardiovascular Life Support (ACLS),en,0.44537463784217834
Advertisement Installation,en,0.5114773511886597
Advertising Algorithm,en,0.8222177028656006
Advertising Creativity,en,0.8271998763084412
Advertising Design,en,0.8383376002311707
Advertising Inkjet Printing,en,0.4547557234764099
Advertising Media,en,0.8276184797286987
Advertising Planning,en,0.8327425122261047
Advertising Producer,en,0.9700247049331665
Advertising Products,en,0.8997647166252136
Advertising Sales,en,0.7959792613983154
Advocate,en,0.9215729236602783
Aesthetic Clinic,en,0.7789648771286011
Aesthetic Treatment,en,0.7736483216285706
Affair,en,0.478138267993927
Affiliate Center,en,0.792898952960968
Affiliate Marketing,en,0.7625268697738647
Affiliator Management,en,0.544270396232605
Affinity,en,0.3639594316482544
After-Sales Installation,en,0.5391090512275696
After-Sales Service,en,0.5800281167030334
After-Sales Technical Support,en,0.7019928097724915
Agent Asuransi,en,0.35959282517433167
Agile & Sprint Planning,en,0.42597439885139465
Agile And Efficient,fr,0.45727506279945374
Agile Methodologies,en,0.29572510719299316
Agile Project Management,en,0.49113690853118896
Agile Sdlc,en,0.6894713044166565
Agile mindset,it,0.20045678317546844
Agility,en,0.5803874135017395
Agoda,en,0.4814489781856537
Agribusiness,en,0.24861177802085876
Agricultural Buildings,en,0.8842045068740845
Agricultural Policy,en,0.714881181716919
Agriculture,en,0.42246127128601074
Agrochemical,en,0.5671762824058533
Agrochemical Application,en,0.5747781991958618
Agrochemical Knowledge,en,0.5767465829849243
Agronomis,it,0.39577773213386536
Ahli K3 Umum,su,0.2139730304479599
Ahrefs,hu,0.30906563997268677
Ahsp,en,0.45207226276397705
Ai,en,0.4973755478858948
Ai Accelerators,en,0.474590003490448
Ai Agent,en,0.47770172357559204
Ai Editor,en,0.6739588379859924
Ai Hardware,en,0.4215955436229706
Ai Image,en,0.6577950119972229
Ai Knowledge,en,0.5766388177871704
Ai Product,en,0.4859544336795807
Ai Prompting (convert Script Ke Visual),es,0.22106583416461945
Ai Prompting For Research And Marketing,en,0.40146011114120483
Ai Research,en,0.4962553083896637
Ai Tools Literacy,en,0.3371468782424927
Ai Tools Utilization,en,0.5476629137992859
Ai Untuk Marketing,id,0.6775580048561096
Ai Video,en,0.2868337631225586
Ai-assisted Coding Tools,en,0.6332346796989441
Ai-assisted Testing,en,0.7959735989570618
Aider,fr,0.6440048217773438
Air Conditioning,en,0.5427780747413635
Air Conditioning Repair,en,0.5854237079620361
Air Freight Operations,en,0.8604159355163574
Air Freight Solution Design,en,0.778550922870636
Air Freight Technical Expertise,en,0.6883394122123718
Aircraft Maintenance,en,0.46267372369766235
Airflow,en,0.9310166835784912
Airline Ticketing,en,0.3362544775009155
Airlines Ticketing,en,0.20967265963554382
Airport Security,en,0.8577870726585388
Ajax,fr,0.20997148752212524
Ak3u Umum (general Occupational Health And Safety,en,0.7262328267097473
Aki,en,0.5025674104690552
Akting,ur,0.20269086956977844
Akuakultur,id,0.3738941252231598
Akurasi,id,0.8499535918235779
Alamofire,en,0.528915286064148
Alat Kedokteran,id,0.820127546787262
Alat Kesehatan,id,0.9137673377990723
Alat Kesehatan Mata,id,0.8341429233551025
Alat Musik,de,0.6878959536552429
Alat Tes Psikologi,id,0.4115954637527466
Alat Ukur,en,0.34913399815559387
Alat berat,id,0.4758746922016144
Aldon,en,0.32016971707344055
Algorithms,en,0.7335529923439026
Alibaba,ceb,0.6583218574523926
Alkutansi,de,0.5144041180610657
Allen Bradley,en,0.5408227443695068
Altium,es,0.5179373621940613
Alur Akuntansi,id,0.41318419575691223
Alur Kerja Maklon Kosmetik,id,0.35363689064979553
Alur Kerja Produksi,id,0.8074065446853638
Amazon EC2,en,0.3008749783039093
Amazon Web Services (AWS),en,0.5211435556411743
Amdal,en,0.5000754594802856
Amos,en,0.47662457823753357
Amplas,pt,0.25388526916503906
Analis Data,it,0.27575162053108215
Analisa,it,0.30409786105155945
Analisa Biaya,fr,0.19391261041164398
Analisa Dasar Operasional,id,0.22639743983745575
Analisa Data,it,0.34805992245674133
Analisa Data Pasar,it,0.1344471424818039
Analisa Downtime Machine,it,0.2123926281929016
Analisa Harga Satuan Pekerjaan,id,0.570503294467926
Analisa Isometric,it,0.39042189717292786
Analisa Keuangan,id,0.5022862553596497
Analisa Keuangan Proyek,id,0.5919105410575867
Analisa Konten,de,0.33766278624534607
Analisa Labor Cost,en,0.23394019901752472
Analisa Laporan Keuangan,id,0.5296958684921265
Analisa Performa Soal,it,0.15470613539218903
Analisa penjualan,id,0.39856791496276855
Analisis,it,0.19902099668979645
Analisis Dampak Lingkungan,id,0.5351876020431519
Analisis Data & Reporting Audit,en,0.6458582878112793
Analisis Data Penjualan,id,0.31699931621551514
Analisis Data Stok & Biaya Operasional,en,0.202715203166008
Analisis Gudang,id,0.30364200472831726
Analisis Hukum,id,0.554362952709198
Analisis Jaringan,id,0.41661590337753296
Analisis Jaringan Sistem,id,0.3314965069293976
Analisis Keamanan,id,0.2868986129760742
Analisis Konten,de,0.24828295409679413
Analisis Proyek,id,0.20563924312591553
Analisis Selisih (variance Analysis),id,0.1776839941740036
Analisis Struktur,de,0.4559641480445862
Analitical Thinking,en,0.460534930229187
Analitik Data,id,0.13349653780460358
Analytical & Data-driven Mindset,en,0.34575459361076355
Analytical & Problem Solving,en,0.606581449508667
Analytical & Reporting Skill,en,0.8899602293968201
Analytical Expertise,en,0.43991541862487793
Analytical Mindset,en,0.31351470947265625
Analytical Proficiency,en,0.22870266437530518
Analytical Skills,en,0.6456305980682373
Analytical Thinking,en,0.5588234663009644
Analytical Thinking Yang Baik,en,0.48892349004745483
Analytical Workbench,en,0.41856226325035095
Analytical thinking,en,0.7052221894264221
Anamnesis & Pemeriksaan Fisik,id,0.7317938804626465
Anatomi dan fisiologi,id,0.5127307176589966
And A Positive Attitude,en,0.5152966380119324
And A Positive Attitude.,en,0.42422226071357727
And Audio Configurations Before Going Live,en,0.27915436029434204
And Basic Performance Metrics,en,0.40678808093070984
And Communicative Easygoing And Good With Customers Fast,en,0.646285355091095
And Confident In Dealing With High-value Clients,en,0.6940703392028809
And Environment,en,0.49156931042671204
And Inventory Control,en,0.3343093991279602
And Mpls,en,0.31335511803627014
And Plant Operations Finance,en,0.6771866679191589
And Presentation Skills,en,0.6290846467018127
And Proactive Attentive To Customer Needs Basic Knowledge Of Billiards Honest And Responsible Able To Work Night Shifts And In A Busy Environment,en,0.6800090670585632
And Relationship-building Skills.,en,0.830614447593689
And Resilient,de,0.417776882648468
And Responsible,en,0.7378789782524109
And Storage Virtualization,en,0.4050152003765106
And Tax Advisors,en,0.8445858359336853
And The Ability To Proffer Well-grounded And Practical Solutions,en,0.7211412191390991
And Translate Them Into Business Opportunities,en,0.38068926334381104
And Watchkeeping For Seafarers,en,0.731697142124176
And You Can Explain It,en,0.532866358757019
Android Development,en,0.522269070148468
Android Jetpack,en,0.21017709374427795
Android Lifecycle,en,0.3596649765968323
Android Native,en,0.6448191404342651
Android SDK,en,0.3996581733226776
Android Testing,en,0.4761408567428589
Angkat Barang,id,0.9321592450141907
Angkat Barang Kolian,id,0.7293024659156799
Angular,en,0.5439395308494568
Angular.js,nl,0.15674608945846558
Animal Husbandry,en,0.5122983455657959
Animal Nutrition,en,0.4829121232032776
Animasi Ai,id,0.30829355120658875
Animation,en,0.3984396755695343
Animation Design,en,0.523749828338623
Animation Director,en,0.8386501669883728
Animation Producer,en,0.8995509147644043
Animator Film Ai,en,0.5135015845298767
Anime Illustrations,en,0.4439381957054138
Annual Report,en,0.861944854259491
Anodizing,en,0.5386479496955872
Anr Logs,en,0.4037054479122162
Ansible,fr,0.6451466679573059
Answer Engine Optimization (aeo),en,0.6542988419532776
Antar Jemput Anak,ms,0.5430030822753906
Antasena,fr,0.1958579570055008
Anthropic Claude,en,0.4435071349143982
Anti Money Laundry,en,0.29078051447868347
Anti Virus,it,0.3422744870185852
Antipasti,en,0.2326139211654663
Antusias,pt,0.46269235014915466
Ap Automation,en,0.2604910731315613
Apache,en,0.3769276440143585
Apache Flink,en,0.36509475111961365
Apache JMeter,en,0.47221723198890686
Apache Spark,en,0.35264208912849426
Apd Safety,en,0.679056704044342
Api & Integration,en,0.5105540752410889
Api Design,en,0.5646092295646667
Api First,en,0.7089865803718567
Api Gateway,en,0.40070345997810364
Api Integration / Web Services,en,0.4593321681022644
Api Structure,en,0.5307478904724121
Aplikasi Erp/accurate,en,0.30164334177970886
Aplikasi Gambar Teknik,id,0.7963337302207947
Aplikasi Render,pl,0.3868526220321655
Aplikasi Statistika,id,0.3610990047454834
Aplikasi Teknik,id,0.8937888145446777
Aplikasi talenta,pl,0.37971046566963196
Apm Tools,en,0.5004554986953735
Apoteker,nl,0.4819047749042511
Apothecary,de,0.20043961703777313
App Products,en,0.8663997054100037
App Store Optimization (ASO),en,0.5443929433822632
App Store Process,en,0.5483302474021912
Apparel,en,0.5280482172966003
Apparel Brands,en,0.5450717806816101
Apparel Mass Production,fr,0.3969319462776184
Apparel Production,fr,0.48086583614349365
Appium,en,0.23136582970619202
Apple Car Play,en,0.19218046963214874
Application Architecture,en,0.4851628541946411
Application Development,en,0.6241971850395203
Application Security Fundamentals (owasp Top 10),en,0.31919652223587036
Application Support,en,0.7244941592216492
Application System Management,en,0.5354816317558289
Application System Security,en,0.5589773058891296
Applied Behavior Analysis,en,0.4670701324939728
Applied Geology,en,0.5283588171005249
Applied Mathematics,en,0.47327128052711487
Appstore Console,it,0.7765015363693237
Apsen Plus,pl,0.15866251289844513
Aqua Feed,en,0.3795560896396637
Aquaculture,en,0.37803322076797485
Arabian Restoran,en,0.3762070834636688
Arabic Languange,en,0.30218276381492615
ArcGIS,en,0.7103763818740845
Archicad,es,0.7686336040496826
Architectural Design,en,0.6987931132316589
Architectural Design Leadership,en,0.821060836315155
Architecture Design,en,0.5103837251663208
Archiving,en,0.4196774363517761
Arduino,en,0.2879274785518646
Arduino Framework,en,0.4670564532279968
Area Manager,en,0.771772563457489
Area Umum,jv,0.2092951387166977
ArgoCD,pt,0.2767442762851715
Argon Welding,en,0.5796012282371521
Arsip Dokumen Keuangan,id,0.8003935813903809
Arsitektur System Payment,de,0.2605413794517517
Art,en,0.5925722718238831
Art Direction,en,0.4881399869918823
Art Education,en,0.8865927457809448
Article Writing,en,0.8413063287734985
Articulate storyline,en,0.7236484289169312
Artificial Intelligence,en,0.6390045881271362
Artificial Intelligence Related,en,0.7418674826622009
Artwork,en,0.8869814872741699
Aruba,en,0.21328005194664001
As Built Dwg,en,0.899056613445282
As-built Design,en,0.9054575562477112
As-planned Design,en,0.37733960151672363
As400,en,0.21049588918685913
Asana,en,0.7757003903388977
Asbuilt Drawing,en,0.9299712181091309
Ascend,es,0.26183149218559265
Asesmen Klinis,pl,0.48123595118522644
Asesmen Tumbuh Kembang Anak,id,0.7017238140106201
Ashrae,en,0.641618013381958
Asian Cuisine,en,0.48085838556289673
Asian Pastry,en,0.7833161950111389
Asisten Pribadi,id,0.4210183620452881
Asisten apoteker,sv,0.25381937623023987
Asistensi Dokter,id,0.4639911353588104
Asmr,sh,0.2471739649772644
Assembling,en,0.6368379592895508
Assembly Electrician,en,0.7773813009262085
Assembly Process,en,0.7275129556655884
Assesment Center,en,0.8267374634742737
Assessment Psikologi,en,0.3281859755516052
Asset Allocation,en,0.6402086019515991
Asset Maintenance,en,0.5145988464355469
Asset Management,en,0.49370047450065613
Assistant Director,en,0.9789251089096069
Assistant Project Manager,en,0.8324868679046631
Assistant Psychologist,en,0.9428876042366028
Associate Financial Planner (AFP),en,0.7431738972663879
Asuhan Kebidanan,id,0.6093230247497559
Asuhan Keperawatan,id,0.3325824737548828
Asuransi Kendaraan,id,0.5960124731063843
Asynchronous Development,en,0.6378891468048096
Atau Bpom,eo,0.38574880361557007
Atau Camunda,en,0.37551259994506836
Atau Pelayanan Umum,id,0.38924214243888855
Atau Richpeace),en,0.33860525488853455
Attendance Management,en,0.5738332867622375
Attendance System,en,0.5476366877555847
Attention To Detail (ketelitian Tinggi),en,0.34911635518074036
Attention to Detail,en,0.8907575607299805
Attitude,en,0.6018468737602234
Attitude Baik,en,0.5395858287811279
Attitude Yang Baik Dan Problem Solving Yang Tinggi.,en,0.3673994541168213
Atur Kesiapan Armada,ms,0.24028809368610382
Audience Segmentation,en,0.41824182868003845
Audience Targeting,en,0.8362629413604736
Audio,en,0.32422617077827454
Audio Algorithms,en,0.6134065389633179
Audio Editing,en,0.5893404483795166
Audio Engineering,en,0.6469255685806274
Audio Processing,en,0.5183213353157043
Audio Products,en,0.7280334830284119
Audit,en,0.4831734597682953
Audit And Compliance,en,0.4851541817188263
Audit Bengkel,su,0.33003973960876465
Audit CCTV,en,0.4264011085033417
Audit Cash Handling & Financial Accuracy,en,0.5629917979240417
Audit Dan Internal Control,en,0.6061854958534241
Audit Internal Sederhana,en,0.4427393972873688
Audit Kepatuhan Sop Outlet,id,0.6148178577423096
Audit Management,en,0.5382837653160095
Audit Operasional Restoran,en,0.349853515625
Audit Yayasan,en,0.45455223321914673
Auditing,en,0.7458350658416748
Authentication & Authorization (oauth2,en,0.5367805361747742
Autisme,fr,0.7883191108703613
Auto Cad,sk,0.12218111008405685
AutoCAD,de,0.23726069927215576
AutoCad 3D,sk,0.11825330555438995
AutoPIPE,en,0.37261566519737244
Autocad (mandatory) Basic Load Calculations Familiar With Puil & Sni Able To Follow And Implement Senior Guidance Able To Understand And Read Electrical Diagrams And Find Mistakes In Case Of.,en,0.588772177696228
Autocad 2D,en,0.22025512158870697
Autocad 3D,ru,0.28586485981941223
Autocad Civil,en,0.35218653082847595
Autocad Plant 3D,en,0.25124141573905945
Autocard 3,en,0.17179258167743683
Autodesk Dynamo For Revit,en,0.3718234598636627
Autodesk Forma,en,0.44616466760635376
Autodesk Fusion,en,0.45730987191200256
Autodesk Inventor,en,0.42839497327804565
Autodesk Navisworks,en,0.7391223907470703
Autodesk Revit,en,0.35229602456092834
Automated Integration Testing,en,0.7496227622032166
Automation System,en,0.3926432728767395
Automation Testing,en,0.4813772439956665
Automation Testing (api/ui),en,0.18841655552387238
Automation Testing Tools,en,0.4991605281829834
Automobile Inspection,en,0.5603111386299133
Automotive Engineering,en,0.7664526700973511
Automotive Product,en,0.6556838750839233
Aws S3,wa,0.2679367661476135
Aws/gcp/azure,en,0.34172552824020386
Azure,en,0.41714799404144287
B,de,0.999675989151001
B&B Cleaning,en,0.7792906761169434
B2 Umum,jv,0.44932276010513306
B2B Account Management,en,0.46606332063674927
B2B Communication,en,0.5623716115951538
B2B E-Commerce Operations,en,0.7657489776611328
B2B Marketing,en,0.6029976010322571
B2B Platform Operation,en,0.7943253517150879
B2B Saas,en,0.4523601830005646
B2B Sales,en,0.31923404335975647
B2C Marketing,en,0.48658645153045654
B2C Platform Operation,en,0.7534700632095337
B2C Sales,es,0.22571034729480743
B2G,es,0.3362164795398712
B2G Marketing,en,0.3836354911327362
B2G Sales,es,0.532363772392273
B2b Agreement,en,0.7086970806121826
B2b Selling Experience,en,0.4564141035079956
B2c,en,0.6872283220291138
BAPI,cs,0.47316867113113403
BGP,pl,0.36915335059165955
BHS Inggris,id,0.9970083236694336
BOQ,gu,0.18562908470630646
BPJS Kesehatan,id,0.7910640239715576
BPJS Kesehatan (Edabu),id,0.5422143936157227
BPMN 2.0,en,0.2680617570877075
BPOM,ms,0.2184729427099228
BRC,en,0.865250825881958
BRD,en,0.7878751158714294
BREVET PAJAK,en,0.3850851356983185
Bab Fiqih,uz,0.38757190108299255
Bab Sholat,en,0.4182288646697998
Baby Care,en,0.35803887248039246
Baby Gym,en,0.6912198662757874
Baby SPA,en,0.6198536157608032
Baby Spa,fr,0.27818596363067627
Babycare,en,0.4845585525035858
Baca Gambar,jv,0.11579260230064392
Back-End Web Development,en,0.42676278948783875
Backbone,en,0.2963392436504364
Backend Development,en,0.3686367869377136
Backend Development Concepts,en,0.4414580762386322
Backend Laravel,de,0.23889096081256866
Backoffice Program,en,0.609123945236206
Bag Designer,en,0.6527799367904663
Bahan Kimia Tekstil,id,0.570292055606842
Bahasa English,id,0.575382649898529
Bahasa Hokien,ms,0.6451696753501892
Bahasa Indonesia,id,0.9080947637557983
Bahasa Indonesia Utbk,id,0.8827792406082153
Bahasa Inggris,id,0.998654305934906
Bahasa Inggris Yang Baik (lisan & Tulisan),id,0.8707164525985718
Bahasa Jawa,id,0.9740933775901794
Bahasa Jerman,id,0.9122849702835083
Bahasa Mandarin,id,0.4858357310295105
Bahasa Pemrograman,id,0.9075791239738464
Bahasa Sunda,id,0.741457998752594
Bahasa indonesia,id,0.7352433204650879
Baker,en,0.32174548506736755
Bakery,en,0.6366632580757141
Bakery Chef,en,0.40489301085472107
Baking,en,0.8049213290214539
Balance Car Repair,en,0.5347288250923157
Balance Statement,en,0.5310038924217224
Bali,en,0.26139822602272034
Ballet,en,0.8954405188560486
Bamboo,en,0.5097266435623169
Band Saw,de,0.5555753111839294
Bangunan Rumah,id,0.8642411828041077
Bank Reconciliation,en,0.5515548586845398
Bank Settlement,en,0.7175481915473938
Bank Teller,en,0.3227009177207947
Banking,en,0.7770231366157532
Banking Acquisition,en,0.7599439024925232
Bankruptcy Law,en,0.8302578330039978
Banners,en,0.6612886190414429
Banquet F&B,fr,0.2538527250289917
Banquet Flower Arrangement,en,0.307064026594162
Bap Objects,en,0.2266397923231125
Bapeten Licensing System / B@lis,en,0.1948736011981964
Bar Knowledge,en,0.5897423624992371
Bar Setup & Inventory Management,en,0.4674588441848755
Barbecue Restaurant,en,0.5622943043708801
Barista,it,0.2979637086391449
Bartender,en,0.3756311535835266
Bartending,en,0.6259356141090393
Bash,en,0.3294696807861328
Basic Alat Ukur,en,0.40204691886901855
Basic Cloud Security (aws / Gcp / Dll),en,0.44368234276771545
Basic Coding,en,0.40760576725006104
Basic Content Creation,en,0.5395972728729248
Basic Cooking,en,0.5618476271629333
Basic Dance,en,0.3752354085445404
Basic Dermatology,en,0.47407668828964233
Basic Design,en,0.5425759553909302
Basic Design & Creative Sense,en,0.5096757411956787
Basic Digital Marketing Knowledge,en,0.5117260813713074
Basic Encryption Understanding,en,0.5490460991859436
Basic English Communication,en,0.6924974918365479
Basic Englsih Communication,id,0.2438923716545105
Basic First Aid,en,0.7103760838508606
Basic Food Prepare,en,0.5796909928321838
Basic Hospitality,en,0.7000733017921448
Basic Hr Tools & System,en,0.45422616600990295
Basic Komputer,de,0.28592967987060547
Basic Latte Art,en,0.3432108759880066
Basic Manual Brew,en,0.5180307030677795
Basic Marketing Knowledge,en,0.5829645991325378
Basic Medical Knowledge,en,0.7369241118431091
Basic Network Command,en,0.4824179708957672
Basic Packaging,en,0.6598392724990845
Basic Product Sense,en,0.36794334650039673
Basic Quality Control,en,0.6367509365081787
Basic Real Estate Marketing Knowledge,en,0.581733226776123
