Skill,Language,Confidence
BPJS Kesehatan,id,0.7910640239715576
BPJS Kesehatan (Edabu),id,0.5422143936157227
Bahan Kimia Tekstil,id,0.570292055606842
Bahasa English,id,0.575382649898529
Bahasa Indonesia,id,0.9080947637557983
Bahasa Indonesia Utbk,id,0.8827792406082153
Bahasa Inggris,id,0.998654305934906
Bahasa Inggris Yang Baik (lisan & Tulisan),id,0.8707164525985718
Bahasa Jawa,id,0.9740933775901794
Bahasa Jerman,id,0.9122849702835083
Bahasa Mandarin,id,0.4858357310295105
Bahasa Pemrograman,id,0.9075791239738464
Bahasa Sunda,id,0.741457998752594
Bahasa indonesia,id,0.7352433204650879
Bangunan Rumah,id,0.8642411828041077
Basic Englsih Communication,id,0.2438923716545105
Bekerja 3 Shift,id,0.39635077118873596
Bekerja Dalam Target,id,0.6214578151702881
Bekerja Dengan Target,id,0.4018104374408722
Bekerja Di Lapangan,id,0.5954770445823669
Bekerja Dibawah Tekanan,id,0.6602855324745178
Bekerja Keras,id,0.6388021111488342
Bekerja Secara Tim,id,0.6292553544044495
Bekerja Sesuai SOP,id,0.4183487594127655
Bekerja Sesuai Target,id,0.29086339473724365
Bekerja Shifting,id,0.2770615220069885
Bekerjasama Dengn Tim,id,0.6921688318252563
Benang,id,0.45258134603500366
Beradaptasi,id,0.24165622889995575
Berani Tampil Didepan Kamera,id,0.33446958661079407
Berbicara Mandarin,id,0.4619311988353729
Berdedikasi Dan Berjiwa Kepemimpinan,id,0.5968946814537048
Berdomsisili Di Madiun,id,0.7129172086715698
Berenang,id,0.37259534001350403
Berkas,id,0.976839005947113
Berkebun,id,0.46321916580200195
Berkomunikasi Dengan Baik,id,0.7975255846977234
Bernyanyi,id,0.6588714718818665
Berorientasi pada Kualitas,id,0.796148419380188
Berpenampilan Bersih Rapih Dan Sehat Jasmani,id,0.5901237726211548
Berpenampilan Menarik,id,0.3403642475605011
Berpenampilan Rapi,id,0.31785714626312256
Berpenampilan Rapi Dan Menarik,id,0.24988281726837158
Berpengalaman,id,0.3777949810028076
Berpengalaman Di Bidangnya,id,0.7141190767288208
Berpengalaman Di Digital Marketing (b2b / Jasa),id,0.26207855343818665
Berpengalaman Dibidang Sales,id,0.5009170770645142
Berpengalaman Mengajar Skd Ipdn,id,0.3496595025062561
Berpikir Komputational,id,0.317065566778183
Berpikir Kreatif,id,0.5397738814353943
Berpikir Kritis,id,0.42557820677757263
Berpikiri Kritis,id,0.40230152010917664
Bersedia Kerja Shift,id,0.23480069637298584
Bersedia Lembur,id,0.22800299525260925
Bersedia Perjalanan Dinas,id,0.49501940608024597
Bersih,id,0.960003674030304
Bersih Bersih,id,0.9634571075439453
Bersih-Bersih,id,0.9097846746444702
Bersih-bersih,id,0.8560783267021179
Bertanggung Jawab,id,0.8111577033996582
Bertanggung Jawab Atas Barang Bawaan,id,0.7203314900398254
Bertanggung jawab,id,0.7686780095100403
Biasa Bekerja Dengan Target,id,0.505473256111145
Bicara Didepan Kamera,id,0.39997512102127075
Bisa Bekerja Dengan Cepat,id,0.8205607533454895
Bisa Bekerja Dengan Tim,id,0.6261705756187439
Bisa Berjualan Secara Online,id,0.46746596693992615
Bisa Bernegosiasi,id,0.42511075735092163
Bisa Bongkar Muat Dan Ikat2,id,0.4022164046764374
Bisa Kejar target,id,0.5959538817405701
Bisa Kerja Lembur,id,0.4923368990421295
Bisa Ketik Mandarin,id,0.3981991708278656
Bisa Lembur,id,0.3790614604949951
Bisa Membawa Mobil,id,0.35640475153923035
Bisa Membawa Semua Jenis Mobil,id,0.63462895154953
Bisa Membuat Dan Mengontrol Jadwal Kerja Department,id,0.42677488923072815
Bisa Membuat Laporan Keuangan,id,0.8970508575439453
Bisa Menawarkan Produk,id,0.4296650290489197
Bisa Mengendarai Mobil,id,0.2789403796195984
Bisa Mengendarai Motor,id,0.1657688468694687
Bisa Mengoperasikan Kamera,id,0.48466578125953674
Bisa Mengurus Nib Dan Dokumen Legalitas,id,0.3394620716571808
Bisa Mengurus Perpanjangan Stnk Dan Kir,id,0.28037020564079285
Bisa Menyesuaikan Waktu,id,0.893083930015564
Bisa Merapikan Rumah,id,0.7693531513214111
Bisa Perhitungan Penjumlahan Dasar,id,0.5908042788505554
Bisa Sedikit Bahasa Mandarin,id,0.5273582339286804
Blow And Cuci Rambut,id,0.2512948513031006
BoQ dan RAB,id,0.6289294362068176
Bongkar Muat,id,0.6803614497184753
Bongkar Muat Barang,id,0.5907107591629028
Bonus Tahunan,id,0.7816066741943359
Bpjs Kesehatan,id,0.9193606972694397
Bpjs Ketenaga Kerjaan,id,0.664880633354187
Buang Benang,id,0.4537733793258667
Bubut Mesin,id,0.6843762993812561
Budidaya Kerapu,id,0.37644875049591064
Bukti Potong Pajak,id,0.29919180274009705
Buku Anak,id,0.5003377795219421
Bumbu Indonesia,id,0.5549288392066956
CDAKB,id,0.25762099027633667
Cakap Berbicara,id,0.4232339859008789
Cara Pembuatan Kosmetik Baik,id,0.9082709550857544
Cekalatan,id,0.36008843779563904
Cekatan,id,0.6447358727455139
Cekatan Dan Ulet,id,0.49026986956596375
Cekatan dalam bekerja,id,0.8177136182785034
Cepat,id,0.8556901216506958
Cepat Belajar,id,0.6027866005897522
Cepat Memahami,id,0.6955848932266235
Cepat Tanggap,id,0.7179241180419922
Cepat beradaptasi,id,0.7814670205116272
Cermat Setiap Rab / Gambar Kerja Dan Membuat Boq (bill Of Quantity),id,0.42907044291496277
Closing Penjualan,id,0.35863494873046875
Copywriting Dasar Untuk Ads,id,0.6615785360336304
Ctpat,id,0.5749207735061646
Cuci Sepatu,id,0.6290556788444519
Dan Administrasi Perkantoran.,id,0.38313648104667664
Dan Bersih Dalam Bekerja,id,0.893438994884491
Dan Bertanggung Jawab,id,0.7144657373428345
Dan Kemampuan Berhitung Yang Baik,id,0.4532797634601593
Dan Pekerja Keras,id,0.4407990872859955
Dan Prioritisasi,id,0.29886361956596375
Dan Rekonsiliasi Bank,id,0.23425275087356567
Dan Standar Keamanan Pangan,id,0.30122408270835876
Dapat Membuat Bq Dan Spesifikasi Peralatan Sesuai Permintaan /rfq Dari Customer,id,0.5079898238182068
Dapat Mengajar Menulis,id,0.569991946220398
Dapat Mengendarai Kendaraan Roda 2,id,0.332190603017807
Dapat Mengjar Berhitung,id,0.42179012298583984
Dapat Mengurus Dokumen Legalitas,id,0.38170161843299866
Dasae Pemrogaman,id,0.5682925581932068
Dasar Budidaya Perikanan,id,0.46132004261016846
Dasar Kontraksi,id,0.5308342576026917
Dasar mekanik,id,0.18471340835094452
Desain Bangunan Dan Perencanaan Proyek,id,0.7193568348884583
Desain Komunikasi,id,0.8480008840560913
Desain Komunikasi visual,id,0.7528941631317139
Desain Kurikulum,id,0.5210556387901306
Design Sederhana Tapi Menjual,id,0.21585986018180847
Detail Dalam Bekerja,id,0.7310047149658203
Detail dalam Bekerja,id,0.6950167417526245
Detil,id,0.290758341550827
Di Bawah Tekanan,id,0.3221433460712433
Diagnosis Penyakit,id,0.4963560104370117
Disiplin & Integritas Tinggi (handling Uang),id,0.28652167320251465
Disiplin & Kepatuhan Terhadap Sop,id,0.6634849309921265
Disiplin & Tanggung Jawab,id,0.5375083088874817
Disiplin Tinggi,id,0.3285134434700012
Disiplin dan Konsisten,id,0.6630105376243591
Disiplin dan Teliti,id,0.2940964102745056
Display Produk & Visual Merchandising,id,0.10963794589042664
Ditugaskan Luas Kota,id,0.8389402031898499
Diutamakan Berdomisili Di Tegal Dan Sekitarnya,id,0.6290928721427917
Diutamakan Memiliki Sertifikat Bravet A Dan B,id,0.533227801322937
Dokter Gigi Anak,id,0.28502026200294495
Dokumentasi & Pelaporan,id,0.38817915320396423
Dokumentasi Foto Lokasi,id,0.5632752180099487
Dokumentasi Qc & Pembuatan Sop Produksi,id,0.8631322383880615
Dokumentasi Teknis,id,0.45829036831855774
Domisili Purwokerto,id,0.24426597356796265
Dukungan Praktikum Mahasiswa,id,0.8737758994102478
Edukasi Dan Komunikasi,id,0.6036821603775024
Edukasi Kesehatan,id,0.8785620927810669
Edukasi Pendidikan,id,0.84779953956604
Edukasi Tk,id,0.25750866532325745
Eksternal Auditor Kantor Akuntan Publik,id,0.3611706495285034
Elevasi Bangunan,id,0.5968623757362366
Empati & Kecerdasan Emosional,id,0.18846528232097626
Estimasi,id,0.5368639826774597
Estimasi Mep,id,0.625224232673645
Estimator Bahan Baku,id,0.3490237891674042
Etiket Bisnis Jepang,id,0.9355115294456482
Etos Kerja Kuat,id,0.5581152439117432
Expired Date Produk,id,0.2023450881242752
Familiar Dengan Kurikulim Cambridge,id,0.20671918988227844
Fasih Mandarin Dan Inggris,id,0.9447987675666809
Fisik Yang Kuat,id,0.5218343734741211
Fisika,id,0.7471403479576111
Formulasi Kosmetik Natural,id,0.2580653131008148
Foto Produk,id,0.5354020595550537
Gambar Teknik,id,0.4408290386199951
Gangguan Artikulasi,id,0.23878934979438782
Gardu Induk,id,0.3132590651512146
Gemar Berkebun,id,0.5609543323516846
Geografi,id,0.37546390295028687
Gramasi,id,0.6391477584838867
Hafal Beberapa Hadits,id,0.342909038066864
Hafal Quran Min 1 Juz,id,0.13603462278842926
Hafal Wilayah Kabupaten Bogor,id,0.6451466083526611
Hafal Wilayah Kota Bogor,id,0.4690271317958832
Hewan Eksotik,id,0.22203108668327332
Hidrolik,id,0.3126746118068695
Hiring Penjahit,id,0.42473429441452026
Hitungan Stok,id,0.6282697319984436
Hubungan Internasional,id,0.5569007396697998
Hukum Bisnis,id,0.7185201048851013
Hukum Litigasi,id,0.6838540434837341
Hygiene & Sanitasi,id,0.32103589177131653
Identifikasi Masalah,id,0.6852524280548096
Identifikasi Notes Parfum,id,0.38293686509132385
Ilmu Beton,id,0.6752700209617615
Ilmu Ekonomi,id,0.7147051095962524
Ilustrasi Anak,id,0.7616367936134338
Implementasi Iso 90001,id,0.1268734186887741
Implemetasi Iso 14001,id,0.14357829093933105
Indra Perasa,id,0.5726152062416077
Industri Asuransi,id,0.3338963985443115
Industri Farmasi,id,0.4753451943397522
Industri Kayu,id,0.23806551098823547
Informatika,id,0.15348565578460693
Inovasi Produk Baru,id,0.7551895976066589
Instalasi Dan Konfigurasi Radio Dan Cctv,id,0.25459274649620056
Instalasi Listrik Tegangan Tinggi,id,0.4404103755950928
Instalasi cctv,id,0.3272192180156708
Instalasi jaringan,id,0.47403404116630554
Instalisasi Jaringan Telekomunikasi,id,0.6137343049049377
Integrasi Tinggi,id,0.5086276531219482
Inventarisasi Alat & Bahan,id,0.41709020733833313
Jaga Kebersihan,id,0.41867613792419434
Jaga kebersihan,id,0.34734436869621277
Jahit Sepatu,id,0.3919881284236908
Jasa,id,0.4447845220565796
Jlpt N2,id,0.5545210242271423
Jurnal Akuntansi,id,0.4726564288139343
Jurnal Akutansi,id,0.30963027477264404
Jurnal Keuangan,id,0.6731364130973816
Jurnal.id,id,0.13552846014499664
Jurusan Pgsd,id,0.30506232380867004
Kalibrasi,id,0.30645230412483215
Kalibrasi Alat,id,0.4283979535102844
Kalibrasi Kopi,id,0.2775363028049469
Kas Kecil,id,0.3619208335876465
Keahlian Menjual,id,0.2874998152256012
Keamanan & Kerahasiaan,id,0.5625044703483582
Keamanan Area Lapangan Parkir,id,0.33543625473976135
Keamanan Gudang,id,0.52303147315979
Keamanan Kantor,id,0.4015088677406311
Keamananan Gudang,id,0.45024988055229187
Kebersihan,id,0.46620213985443115
Kebersihan Area,id,0.2564379572868347
Kebersihan Diri,id,0.3360133767127991
Kebersihan Mobil,id,0.48610860109329224
Kebersihan Resto,id,0.41775405406951904
Kebersihan Rumah Sakit,id,0.6368206739425659
Kebidanan,id,0.839971661567688
Kecantikan,id,0.6842502951622009
Kecepatan,id,0.8610444664955139
Kecepatan & ketelitian kerja,id,0.6319435834884644
Kecerdasan Emosi Yang Baik,id,0.43718886375427246
Kejujuran & integritas,id,0.3272123336791992
Kekuatan Fisik,id,0.9141019582748413
Kelistrikan Mobil,id,0.30720606446266174
Kemampuan Analisa,id,0.3490145206451416
Kemampuan Analisis,id,0.41087159514427185
Kemampuan Bahasa Mandarin Dan Bahasa Target,id,0.5932669043540955
Kemampuan Berhitung Cepat,id,0.7029029130935669
Kemampuan Fisik Yang Bagus,id,0.4899236261844635
Kemampuan Interpersonal,id,0.3151687979698181
Kemampuan Interpersonal Yang Baik,id,0.3581375777721405
Kemampuan Intervensi,id,0.5005651116371155
Kemampuan Komunikasi Yang Baik,id,0.6115806698799133
Kemampuan Konsultasi & Edukasi,id,0.648607075214386
Kemampuan Koordinasi Dan Pengawasan Kerja Tukang Dan Subkontraktor.,id,0.46474698185920715
Kemampuan Membaca Dan Memahami Gambar Teknik.,id,0.514472484588623
Kemampuan Membuat Bahan Ajar,id,0.7682141065597534
Kemampuan Memimpin Tim Untuk Mencapai Tujuan,id,0.8911052942276001
Kemampuan Menawarkan Produk,id,0.5693060755729675
Kemampuan Mengajar,id,0.4417492747306824
Kemampuan Mengajar Dan Instruktur,id,0.38300761580467224
Kemampuan Mengajar Sesuai Matpel,id,0.6098842620849609
Kemampuan Mengelola Perilaku Anak,id,0.675609290599823
Kemampuan Mengemudi,id,0.6058058142662048
Kemampuan Menggunakan Ai,id,0.8397901058197021
Kemampuan Mengikuti Sop,id,0.3974916934967041
Kemampuan Menguasai Produk,id,0.8228205442428589
Kemampuan Menyelesaikan Masalah Jaringan,id,0.6647352576255798
Kemampuan Navigasi,id,0.5919226408004761
Kemampuan Negosiasi,id,0.39105916023254395
Kemampuan Observasi,id,0.552902102470398
Kemampuan Observasi Dan Analisis,id,0.4213823974132538
Kemampuan Observasi Lapangan,id,0.5799164175987244
Kemampuan Pembuatan Kopi,id,0.9452270865440369
Kemampuan Penawaran,id,0.4283851385116577
Kemampuan Penelitian Dan Publikasi,id,0.5350503325462341
Kendaraan Bermotor,id,0.32193151116371155
Kepasar,id,0.9807735085487366
Kepatuhan SOP & K3,id,0.8608441948890686
Kepatuhan Terhadap Standar Kebersihan,id,0.7057339549064636
Kepedulian Terhadap Kebersihan & Kerapihan,id,0.30129092931747437
Kepemimpinan,id,0.9195277094841003
Kepemimpinan & Pengambilan Keputusan Cepat,id,0.7665749788284302
Kepemimpinan Tim Lintas Divisi,id,0.7004317045211792
Keperawatan Gigi,id,0.4146627187728882
Kepribadian Extrovert,id,0.39400145411491394
Kerahasiaan & Integritas,id,0.4701223373413086
Kerajinan Tangan,id,0.42656373977661133
Kerapian Arsip,id,0.45349302887916565
Kerja Cepat,id,0.8282967805862427
Kerja Cepat & Efisien,id,0.5542382597923279
Kerja Dibawah Tekanan,id,0.4096844792366028
Kerja Sama,id,0.2759338319301605
Kerja Sama Tim,id,0.2800554931163788
Kerja Sendiri,id,0.6875576972961426
Kerja Shift,id,0.28331953287124634
Kerja sama tim,id,0.2942908704280853
Kerja tim,id,0.5492153167724609
Kerjasama tim,id,0.44156405329704285
Kesehatan Klinis,id,0.5646790862083435
Kesehatan Mata,id,0.8762828707695007
Kesekretariatan,id,0.3359861671924591
Keselamatan Dan Kesehatan Kerja (K3),id,0.642234742641449
Kesulitan Komunikasi,id,0.6390565633773804
Ketahanan Fisik,id,0.37381112575531006
Ketahanan Fisik & Mental,id,0.3989030122756958
Ketelitian & Disiplin Kerja,id,0.2286379635334015
Ketenagalistrikan,id,0.45450466871261597
Ketepatan,id,0.42327916622161865
Ketepatan Waktu,id,0.7905763387680054
Keterampilan Diy,id,0.1854214370250702
Keterampilan Kebersihan,id,0.48851853609085083
Keterampilan Komunikasi,id,0.6071407794952393
Keterampilan Medis Dasar,id,0.31298813223838806
Keterampilan Mengemudi Profesional,id,0.4111110270023346
Keterampilan Navigasi,id,0.46852171421051025
Keterampilan Relaksasi Dan Pain Relief,id,0.3341120779514313
Keterampilan komunikasi dan interpersonal,id,0.740721583366394
Ketertiban Karyawan,id,0.32037386298179626
Keuangan Dasar,id,0.810253918170929
Keuangan Proyek,id,0.8313053250312805
Kimia Tekstil,id,0.4701217710971832
Kitas,id,0.3408229947090149
Klasifikasi Kapal (bki,id,0.4569317400455475
Komitmen Terhadap Perusahaan Dan Perkerjaan,id,0.49503520131111145
Kompetensi Akademik Dan Klinis,id,0.19567839801311493
Kompilasi Data Audit Kantor Akuntan Publik,id,0.43443870544433594
Komunikasi,id,0.7978578209877014
Komunikasi Dengan Klien,id,0.5656008124351501
Komunikasi Efektif,id,0.7395742535591125
Komunikasi Eksternal,id,0.5186787843704224
Komunikasi Iot,id,0.5582090020179749
Komunikasi Lintas Divisi,id,0.5480271577835083
Komunikasi Pemasaran,id,0.8028789162635803
Komunikasi Persuasif,id,0.2893567979335785
Komunikasi Yang Baik,id,0.6867049932479858
Komunikasi yang baik,id,0.9757063984870911
Konfigurasi Server,id,0.3457298278808594
Konselor,id,0.2361774742603302
Konsep Dan Keterampilan Fisioterapi,id,0.21933743357658386
Konsep Desain Layout Dan Visual,id,0.3827442228794098
Konservasi Gigi,id,0.36544740200042725
Konservasi Lamun,id,0.6535693407058716
Konsistensi & Profesionalisme,id,0.4095674753189087
Konsolidasi Laporan Keuangan (induk Dan Anak Perusahaan),id,0.7789746522903442
Konstruksi jalan,id,0.5595847368240356
Konsultasi Judul,id,0.7343828678131104
Konsultasi Kecantikan,id,0.7915843725204468
Konsultasi Penelitian,id,0.49169620871543884
Konsultasi Penelitian Ilmiah,id,0.46320009231567383
Kontrol Kualitas,id,0.2775135934352875
Kontruksi,id,0.47624126076698303
Koordinasi Dengan Operasional (kitchen,id,0.20648396015167236
Kopi Arabica,id,0.24168236553668976
Kreatif Dalam Pembuatan Konten Promosi,id,0.6105280518531799
Kreatif Dan Menyukai Dunia Anak,id,0.42038407921791077
Kreatifitas/seni,id,0.20977962017059326
Kreative Menyusun Kegatan Stimulasi Anak,id,0.45043718814849854
Kreativitas,id,0.26108425855636597
Kreativitas & Improvisasi,id,0.34407955408096313
Kualitas Bahan Baku,id,0.27141985297203064
Kualitas Makanan,id,0.3915517330169678
Kubevirt,id,0.22703945636749268
Laporan Keuangan,id,0.7820022702217102
Laporan Laba Rugi,id,0.15383407473564148
Layout Instalasi,id,0.20627841353416443
Lebih Disukai Jika Keduanya Aktif,id,0.888609766960144
Legalitas Pangan,id,0.3845959007740021
Lego Robotik,id,0.2884153723716736
Lembur,id,0.2823824882507324
Lingkungan Pertambangan,id,0.808825671672821
Liputan,id,0.32971295714378357
Listrik,id,0.2220948487520218
Literasi Dalam Bahasa Inggris,id,0.9846147298812866
Literasi Digital,id,0.48046958446502686
Literasi Komputer,id,0.4064337909221649
Litigasi,id,0.39425283670425415
Logika Dasar,id,0.22088967263698578
Lowongan Kerja Jepara,id,0.8350709676742554
Loyalitas,id,0.30469387769699097
Loyalitas Tinggi,id,0.6824290752410889
Lulusan Ptn,id,0.3374168276786804
Maanajemen Oprasional,id,0.42275217175483704
Mahir Membaca & Menulis,id,0.449291855096817
Mahir Memkai Alat Masak Wok,id,0.2310963273048401
Mahir Menggunakan Ads,id,0.7278040051460266
Mahir Menggunakan Ms Office,id,0.5674417614936829
Mahir Menggunakan Tools Higsfield Manju,id,0.4132513403892517
Maintanance Situs Web,id,0.4306483566761017
Makanan Indonesia,id,0.6242033243179321
Makanan Jepang,id,0.9626373648643494
Mampu Analisa Fisik,id,0.25362446904182434
Mampu Bekerja Dengan Team,id,0.5308783650398254
Mampu Bekerja Multitasking,id,0.35617461800575256
Mampu Bekerja Sesuai Arahan,id,0.4879796802997589
Mampu Bekerja Shift,id,0.36905160546302795
Mampu Bekerja dibawah Tekanan,id,0.609719455242157
Mampu Bekerjasama,id,0.5658297538757324
Mampu Bekerjasama Tim,id,0.5269025564193726
Mampu Belajar Dengan Cepat,id,0.511874258518219
Mampu Berkomunikasi Dengan Bahasa Indonesia Maupun Dengan Bahsa Inggris Dengan Baik,id,0.800737738609314
Mampu Membuat Dan Membaca Time Schedule & Kurva-s.,id,0.43462100625038147
Mampu Membuat Laporan Harian,id,0.5590605735778809
Mampu Mengajar Bahasa Inggris,id,0.9623751044273376
Mampu Mengajar Fisika,id,0.523633599281311
Mampu Mengajar Matematika,id,0.28457432985305786
Mampu Mengangkat Galon Air,id,0.5012704133987427
Mampu Mengatur Keluar Masuk Barang Serta Stok Opname,id,0.34453606605529785
Mampu Mengendarai Sepeda Motor,id,0.15748117864131927
Mampu Mengoperasionalkan Microsoft Office,id,0.2125556468963623
Mampu Menjadi Leadershift,id,0.5088131427764893
Mampu bekerja dibawah tekanan,id,0.6439529657363892
Management Pendidikan,id,0.3737986981868744
Manajemen Akademik,id,0.46968182921409607
Manajemen Asset,id,0.5203091502189636
Manajemen Backlog,id,0.4786999821662903
Manajemen Cafe,id,0.5810783505439758
Manajemen Coffee Shop,id,0.36741989850997925
Manajemen Dapur,id,0.5898627638816833
Manajemen Desain,id,0.8565740585327148
Manajemen Dokumen & Administrasi Keuangan,id,0.7202976942062378
Manajemen Fasilitas Dasar,id,0.6637285947799683
Manajemen Inventaris & Gudang Perencanaan Produksi & Kapasitas Analisis Data & Prediksi Pemahaman Lean Manufacturing Ketelitian Tinggi (detail-oriented) Kemampuan Analisis & Pemecahan Masalah Manajemen Waktu & Prioritas Komunikasi & Negosiasi Proaktif,id,0.6064713001251221
Manajemen Karyawan,id,0.772827684879303
Manajemen Kebersihan & Sanitasi,id,0.709374725818634
Manajemen Kinerja & Pelatihan,id,0.4986904263496399
Manajemen Kol,id,0.5305353403091431
Manajemen Konstruksi Dan Bangunan,id,0.7255097031593323
Manajemen Konten,id,0.6176198720932007
Manajemen Kontrak Teknologi,id,0.6289200782775879
Manajemen Laboratorium,id,0.2929098308086395
Manajemen Lini Masa Produk,id,0.5888164043426514
Manajemen Material Dan Tenaga Kerja,id,0.36523038148880005
Manajemen Obat,id,0.5877334475517273
Manajemen Operasional,id,0.5946751236915588
Manajemen Operasional Gudang & Distribusi,id,0.5302355885505676
Manajemen Outlet,id,0.3177149295806885
Manajemen Pemeliharaan  Broiler,id,0.8532390594482422
Manajemen Pemeliharaan Unggas,id,0.8745418787002563
Manajemen Produksi (perencanaan & Kontrol),id,0.7520991563796997
Manajemen Properti,id,0.373212069272995
Manajemen Resiko,id,0.5004940032958984
Manajemen Stok Barang,id,0.6566619277000427
Manajemen Tim,id,0.6236301064491272
Manajemen Waktu & Multitasking,id,0.6525946855545044
Manajemen Waktu & Organisasi,id,0.8114691972732544
Manajemen Waktu Kerja,id,0.786501407623291
Manajemen Waktu Sesi Terapi,id,0.6980091333389282
Manajer Produksi,id,0.9390941858291626
Manajer Salon,id,0.3168381154537201
Marketing Komunikasi,id,0.35988104343414307
Masakan Indonesia,id,0.6419427990913391
Masakan Jawa,id,0.7625362277030945
Masakan Nusantara,id,0.3954494893550873
Masakan Sunda,id,0.27318352460861206
Mau Belajar Dan Serius Mau Bekerja,id,0.47723713517189026
Media Sosial Analisis,id,0.2574685513973236
Melatih Olahraga,id,0.8441691398620605
Melatih Siswa Taruna,id,0.5401838421821594
Memahami  Otomotif Body Part Mobil Bagian Luar,id,0.3539736866950989
Memahami Alur Kerja Gudang Dari Inbound,id,0.3836020529270172
Memahami Alur Produksi,id,0.7279032468795776
Memahami Alur Produksi Garmen,id,0.5852841734886169
Memahami Dasar-dasar Akuntansi,id,0.5168030858039856
Memahami Detail Proses Asuransi Kendaraan Dan Penanganan Laka Lantas,id,0.38228780031204224
Memahami Flow Produksi,id,0.6566123366355896
Memahami Gambar Kerja,id,0.3729473352432251
Memahami Gambar Teknik (2d) Maupun Model 3d,id,0.29079338908195496
Memahami Jalan Kota Palembang,id,0.6840762495994568
Memahami Kelistrikan,id,0.44232791662216187
Memahami Listrik,id,0.26667940616607666
Memahami Operasional Restoran & Bar Di Lingkungan Hotel,id,0.3651450574398041
Memahami Pembukuan Dasar Dan Surat-menyurat.,id,0.6433800458908081
Memahami Pengopersiaan Mesin Edc,id,0.3193081021308899
Memahami Penyusutan Bahan Baku,id,0.49442175030708313
Memahami Perpajakan,id,0.48449864983558655
Memahami Produk,id,0.6670597195625305
Memahami Rute Jalan & Menggunakan Google Maps Dengan Baik,id,0.6770686507225037
Memahami Sistem Administrasi Dan Operasional Pergudangan,id,0.28377559781074524
Memahami Sistem Fifo & Penyimpanan Bahan Yang Benar,id,0.365587443113327
Memahami Standar Gambar Arsitektur & Konstruksi,id,0.49684542417526245
Memahami Tahapan Perkembangan Anak,id,0.5940894484519958
Memahami UU Cipta Kerja,id,0.40389880537986755
Memasak Makanan Indonesia,id,0.5095962882041931
Memasak Nasi,id,0.4071448743343353
Membaca Dan Menginterpretasikan Gambar Konstruksi Kerja Dan Pyoyeksi 3d,id,0.3543650507926941
Membaca Gambar Teknik,id,0.3447363078594208
Membaca Maps,id,0.22607536613941193
Membangun Hubungan Dengan Pemilik Toko,id,0.7809033393859863
Membantu Proses Administrasi Kerja Sama Dengan Vendor,id,0.36902764439582825
Membawa mobil,id,0.3145698308944702
